Route:- 4781,Date:- 10/20/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,2.56,0,0,0,0,26.8,2.56,0,0,0,0,0,0,0,0,1,1.3,0,0,0,0,27,1.31
06:00:01-07:00:00,4,10.26,75,6.25,584,4.27,28,2.68,0,0,0,0,0,0,0,0,4,5.19,75,3.11,584,2.11,28,1.36
07:00:01-08:00:00,2,5.13,91,7.58,1072,7.84,7.6,0.73,3,7.89,59,4.86,610,4.37,80.4,7.89,5,6.49,150,6.21,1682,6.09,88,4.26
08:00:01-09:00:00,3,7.69,89,7.42,940,6.88,8.7,0.83,3,7.89,124,10.21,1572,11.27,7.8,0.77,6,7.79,213,8.82,2512,9.09,16,0.78
09:00:01-10:00:00,1,2.56,69,5.75,706,5.16,26.8,2.56,3,7.89,94,7.74,996,7.14,8.4,0.82,4,5.19,163,6.75,1702,6.16,35,1.7
10:00:01-11:00:00,3,7.69,57,4.75,604,4.42,80.4,7.69,2,5.26,53,4.36,631,4.52,53.6,5.26,5,6.49,110,4.55,1235,4.47,134,6.49
11:00:01-12:00:00,2,5.13,74,6.17,849,6.21,19.4,1.86,2,5.26,56,4.61,682,4.89,53.6,5.26,4,5.19,130,5.38,1531,5.54,73,3.54
12:00:01-13:00:00,4,10.26,102,8.5,1468,10.74,30.8,2.95,3,7.89,79,6.5,1014,7.27,19.2,1.89,7,9.09,181,7.49,2482,8.99,50,2.42
13:00:01-14:00:00,2,5.13,72,6,873,6.39,37.8,3.62,2,5.26,81,6.67,892,6.39,10.2,1,4,5.19,153,6.34,1765,6.39,48,2.33
14:00:01-15:00:00,6,15.38,78,6.5,817,5.98,160.8,15.38,3,7.89,95,7.82,1052,7.54,4.5,0.44,9,11.69,173,7.16,1869,6.77,165,7.99
15:00:01-16:00:00,0,0,47,3.92,624,4.56,0,0,4,10.53,105,8.64,1242,8.9,107.2,10.53,4,5.19,152,6.29,1866,6.76,107,5.18
16:00:01-17:00:00,2,5.13,74,6.17,972,7.11,5.6,0.54,1,2.63,72,5.93,804,5.76,10.8,1.06,3,3.9,146,6.05,1776,6.43,16,0.78
17:00:01-18:00:00,2,5.13,91,7.58,947,6.93,7,0.67,3,7.89,30,2.47,369,2.64,80.4,7.89,5,6.49,121,5.01,1316,4.76,87,4.22
18:00:01-19:00:00,2,5.13,98,8.17,1180,8.63,15.8,1.51,1,2.63,163,13.42,2016,14.45,5.3,0.52,3,3.9,261,10.81,3196,11.57,21,1.02
19:00:01-20:00:00,1,2.56,82,6.83,952,6.96,26.8,2.56,2,5.26,51,4.2,519,3.72,15.8,1.55,3,3.9,133,5.51,1471,5.33,43,2.08
20:00:01-21:00:00,2,5.13,41,3.42,476,3.48,17.2,1.65,2,5.26,41,3.37,384,2.75,53.6,5.26,4,5.19,82,3.4,860,3.11,71,3.44
21:00:01-22:00:00,2,5.13,23,1.92,248,1.81,53.6,5.13,2,5.26,20,1.65,235,1.68,11.2,1.1,4,5.19,43,1.78,483,1.75,65,3.15
22:00:01-23:00:00,0,0,37,3.08,358,2.62,0,0,2,5.26,59,4.86,682,4.89,53.6,5.26,2,2.6,96,3.98,1040,3.77,54,2.62
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,33,2.72,252,1.81,0,0,0,0,33,1.37,252,0.91,0,0
,39,,1200,,13670,,1045.2,,38,,1215,,13952,,1018.4,,77,,2415,,27622,,2064,
